cha taehyun	song hyegyo
itulah pria di yerusalem kamu ingin melihat .	kamu pernah melihat sesuatu seperti itu ?
kamu pernah melihat sesuatu seperti itu ?	tentu saja tidak .
tentu saja tidak .	kami akan ke yerusalem .
kami akan ke yerusalem .	aku co pilot .
aku co pilot .	oh , tunggu .
oh , tunggu .	tunggu .
tunggu .	tunggu sebentar .
tunggu sebentar .	hai ?
hai ?	gerry ?
gerry ?	sayang ?
sayang ?	geny , bisakah kamu dengar aku ?
geny , bisakah kamu dengar aku ?	kafln ?
kafln ?	hai ?
hai ?	sialan !
sialan !	berikan aku tangan kamu .
berikan aku tangan kamu .	tidak mungkin .
tidak mungkin .	tidak .
tidak .	ibuku .
ibuku .	dallas .
dallas .	mungkin mondarmandir lubang di lantai sekarang jika dia masih ada di sana .
mungkin mondarmandir lubang di lantai sekarang jika dia masih ada di sana .	kesempatan yang lebih baik kamu melihat dia sebelum aku , itu saja .
kesempatan yang lebih baik kamu melihat dia sebelum aku , itu saja .	ini adalah pesawat besar .
ini adalah pesawat besar .	kami punya banyak ruang .
kami punya banyak ruang .	lebih baik iblis yang kamu tahu dari satu yang kamu tidak .
lebih baik iblis yang kamu tahu dari satu yang kamu tidak .	kamu akan baikbaik .
kamu akan baikbaik .	hanya pedal keledai kamu .
hanya pedal keledai kamu .	pastikan maverick sini terus hidung pesawat itu menunjuk ke arah matahari .
pastikan maverick sini terus hidung pesawat itu menunjuk ke arah matahari .	hanya ingat , jangan mengunci garis bahan bakar bowser untuk inlet .
hanya ingat , jangan mengunci garis bahan bakar bowser untuk inlet .	ceritakan kali .
ceritakan kali .	kamu baik ?
kamu baik ?	tepat di sini .
tepat di sini .	baik .
baik .	jangan terburuburu .
jangan terburuburu .	kami punya satu kesempatan untuk bahan bakar pesawat mereka , jadi mari kami melakukannya dengan
kami punya satu kesempatan untuk bahan bakar pesawat mereka , jadi mari kami melakukannya dengan	jika kamu tidak tembakan crack , tidak bertujuan untuk kepala , hanya mendapatkan zeke di
jika kamu tidak tembakan crack , tidak bertujuan untuk kepala , hanya mendapatkan zeke di	ingat , spine yang ilahi , mereka lutut mereka bekerja dengan baik !
ingat , spine yang ilahi , mereka lutut mereka bekerja dengan baik !	mari kami pergi , lights out !
mari kami pergi , lights out !	alpha dalam posisi .
alpha dalam posisi .	bravo pindah .
bravo pindah .	ingat , halhal tertarik untuk suara .
ingat , halhal tertarik untuk suara .	jadi aku perlu kamu dekat dengan menargetkan sebelum aku membawa kamu truk .
jadi aku perlu kamu dekat dengan menargetkan sebelum aku membawa kamu truk .	sekarang hanya ada satu cara kami mendapatkan kamu di pesawat itu , dan itu diamdiam
sekarang hanya ada satu cara kami mendapatkan kamu di pesawat itu , dan itu diamdiam	sial !
sial !	sialan !
sialan !	diam hal yang off !
diam hal yang off !	sepertinya kami baru bangun orang mati .
sepertinya kami baru bangun orang mati .	untuk menghormati orang lain , harap matikan semua pager dan ponsel .
untuk menghormati orang lain , harap matikan semua pager dan ponsel .	kami harus bergerak .
kami harus bergerak .	kami harus keluar dari sini , mari kami bergerak !
kami harus keluar dari sini , mari kami bergerak !	pergi , pergi , pergi !
pergi , pergi , pergi !	aku akan jelas jalan melalui zeke !
aku akan jelas jalan melalui zeke !	kamu pedal seperti neraka !
kamu pedal seperti neraka !	ayo , anak lakilaki , aku butuh gambar kepala !
ayo , anak lakilaki , aku butuh gambar kepala !	tekan em out !
tekan em out !	aku ingin melihat beberapa zeke di tanah !
aku ingin melihat beberapa zeke di tanah !	yang benar saja .
yang benar saja .	aku sialan zeke .
aku sialan zeke .	aku punya kamu , kapten .
aku punya kamu , kapten .	katakan saja .
katakan saja .	tidak apaapa , anak lakilaki .
tidak apaapa , anak lakilaki .	aku punya yang satu ini .
aku punya yang satu ini .	sialan .
sialan .	kami punya cukup !
kami punya cukup !	kami perlu melepaskan saluran bahan bakar !
kami perlu melepaskan saluran bahan bakar !	israel lebih melunasi .
israel lebih melunasi .	baiklah , aku memiliki instrumen , tapi hanya pada prop tunggal .
baiklah , aku memiliki instrumen , tapi hanya pada prop tunggal .	kamu harus berbicara aku melalui itu .
kamu harus berbicara aku melalui itu .	oke , kami sudah jelas .
oke , kami sudah jelas .	oke .
oke .	beri aku semua lampu .
beri aku semua lampu .	aktifkan anti icing .
aktifkan anti icing .	dimana ?
dimana ?	tombol merah .
tombol merah .	got itu , mendapatkannya .
got itu , mendapatkannya .	mengatur menuju kami untuk keberangkatan .
mengatur menuju kami untuk keberangkatan .	kami harus bergerak !
kami harus bergerak !	mengatur flaps derajat .
mengatur flaps derajat .	flaps .
flaps .	baiklah , kami sudah siap .
baiklah , kami sudah siap .	mari kami pergi dari sini !
mari kami pergi dari sini !	buatlah curam .
buatlah curam .	gerry ?
gerry ?	hai , sayang .
hai , sayang .	hi .
hi .	hi .
hi .	aku mencoba untuk memanggil kamu .
aku mencoba untuk memanggil kamu .	aku tahu , aku ...
aku tahu , aku ...	itu waktu yang buruk , aku berlarian .
itu waktu yang buruk , aku berlarian .	apakah kamu baikbaik saja ?
apakah kamu baikbaik saja ?	iya , setiap hal apaapa .
iya , setiap hal apaapa .	aku baikbaik saja .
aku baikbaik saja .	itulah semangat .
itulah semangat .	iya .
iya .	dengar ,
dengar ,	korea tidak berhasil .
korea tidak berhasil .	sekarang sepertinya kami akan harus pergi ke israel .
sekarang sepertinya kami akan harus pergi ke israel .	cobalah untuk beristirahat di penerbangan .
cobalah untuk beristirahat di penerbangan .	bagaimana anakanak ?
bagaimana anakanak ?	aku pikir ...
aku pikir ...	mereka benarbenar ...
mereka benarbenar ...	mereka baik .
mereka baik .	aku punya connie di sini .
aku punya connie di sini .	bayi ?
bayi ?	perhatian , pesawat tidak dikenal .
perhatian , pesawat tidak dikenal .	kamu berada di wilayah udara terbatas dan tidak jelas untuk mendarat .
kamu berada di wilayah udara terbatas dan tidak jelas untuk mendarat .	menara yerusalem mencapai .
menara yerusalem mencapai .	pan , panci , panci .
pan , panci , panci .	meminta arahan langsung .
meminta arahan langsung .	kontak mossad , kantor jurgen warmbrunn .
kontak mossad , kantor jurgen warmbrunn .	utusan khusus , pbb .
utusan khusus , pbb .	tetap dengan pesawat .
tetap dengan pesawat .	bersiaplah untuk bug keluar .
bersiaplah untuk bug keluar .	aku akan kembali sebelum gelap .
aku akan kembali sebelum gelap .	masalah dengan kebanyakan orang adalah bahwa mereka tidak percaya sesuatu bisa terjadi sampai sudah memiliki
masalah dengan kebanyakan orang adalah bahwa mereka tidak percaya sesuatu bisa terjadi sampai sudah memiliki	ini bukan kebodohan atau kelemahan .
ini bukan kebodohan atau kelemahan .	ini hanya sifat manusia .
ini hanya sifat manusia .	bagaimana kamu tahu ?
bagaimana kamu tahu ?	gerald lane .
gerald lane .	menulis keluhkesah diri sendiri tentang majikannya , yang u.n. , kembali pada tahun .
menulis keluhkesah diri sendiri tentang majikannya , yang u.n. , kembali pada tahun .	disebabkan beberapa riak .
disebabkan beberapa riak .	absen karir kamu .
absen karir kamu .	kupikir kamu pasti parlayed mereka riak menjadi sebuah buku benar sendiri .
kupikir kamu pasti parlayed mereka riak menjadi sebuah buku benar sendiri .	tidak ada hidung untuk keuntungan .
tidak ada hidung untuk keuntungan .	bagaimana israel tahu ?
bagaimana israel tahu ?	kami dicegat komunike dari seorang jenderal india mengatakan mereka melawan rakshasha tersebut .
kami dicegat komunike dari seorang jenderal india mengatakan mereka melawan rakshasha tersebut .	translation , zombie .
translation , zombie .	secara teknis mayat hidup .
secara teknis mayat hidup .	jurgen warmbrunn .
jurgen warmbrunn .	pejabat tinggi di mossad .
pejabat tinggi di mossad .	digambarkan sebagai mabuk , efisien , tidak sangat imajinatif .
digambarkan sebagai mabuk , efisien , tidak sangat imajinatif .	namun kamu membangun dinding karena kamu membaca komunike yang menyebutkan kata zombie ?
namun kamu membangun dinding karena kamu membaca komunike yang menyebutkan kata zombie ?	nah , jika diletakkan seperti itu , aku akan skeptis juga .
nah , jika diletakkan seperti itu , aku akan skeptis juga .	pada an , orangorang yahudi menolak untuk percaya mereka bisa dikirim ke kamp konsentrasi .
pada an , orangorang yahudi menolak untuk percaya mereka bisa dikirim ke kamp konsentrasi .	pada , kami menolak untuk memahami kami akan dibantai di olimpiade .
pada , kami menolak untuk memahami kami akan dibantai di olimpiade .	dalam sebulan sebelum oktober , kami melihat pergerakan pasukan arab , dan kami sepakat mereka
dalam sebulan sebelum oktober , kami melihat pergerakan pasukan arab , dan kami sepakat mereka	nah , sebulan kemudian , serangan arab hampir mengantar kami ke laut .
nah , sebulan kemudian , serangan arab hampir mengantar kami ke laut .	jadi kami memutuskan untuk membuat perubahan .
jadi kami memutuskan untuk membuat perubahan .	sebuah perubahan ?
sebuah perubahan ?	kesepuluh man .
kesepuluh man .	jika sembilan dari kami melihat informasi yang sama dan sampai pada kesimpulan yang sama persis
jika sembilan dari kami melihat informasi yang sama dan sampai pada kesimpulan yang sama persis	tidak peduli seberapa mustahil kelihatannya , orang kesepuluh harus mulai menggali pada asumsi bahwa sembilan
tidak peduli seberapa mustahil kelihatannya , orang kesepuluh harus mulai menggali pada asumsi bahwa sembilan	dan kamu bahwa manusia kesepuluh .
dan kamu bahwa manusia kesepuluh .	tepatnya .
tepatnya .	karena semua orang menganggap bahwa pembicaraan ini zombie adalah penutup untuk sesuatu yang lain ,
karena semua orang menganggap bahwa pembicaraan ini zombie adalah penutup untuk sesuatu yang lain ,	aku mulai penyelidikan aku pada asumsi bahwa ketika mereka berkata zombie , mereka berarti zombie
aku mulai penyelidikan aku pada asumsi bahwa ketika mereka berkata zombie , mereka berarti zombie	apakah pasien nol dari india ?
apakah pasien nol dari india ?	itulah masalahnya .
itulah masalahnya .	ada begitu banyak sumber potensial dalam bermain bahwa tidak ada yang tahu di mana ia
ada begitu banyak sumber potensial dalam bermain bahwa tidak ada yang tahu di mana ia	perdagangan organ di jerman .
perdagangan organ di jerman .	contoh aneh perilaku kekerasan di semenanjung asia .
contoh aneh perilaku kekerasan di semenanjung asia .	sementara itu , wabah zombie terus menyebar , dan kami melakukan apa yang kami bisa
sementara itu , wabah zombie terus menyebar , dan kami melakukan apa yang kami bisa	ini adalah yerusalem keselamatan gates .
ini adalah yerusalem keselamatan gates .	dua dari portal melalui perimeter keamanan ke benteng israel .
dua dari portal melalui perimeter keamanan ke benteng israel .	kamu membiarkan orang masuk
kamu membiarkan orang masuk	setiap manusia kami simpan adalah salah satu zombie kurang untuk melawan .
setiap manusia kami simpan adalah salah satu zombie kurang untuk melawan .	tidak apaapa .
tidak apaapa .	jika aku bisa masuk ke india , di mana akan aku mulai ?
jika aku bisa masuk ke india , di mana akan aku mulai ?	siapa yang akan aku berbicara dengan ?
siapa yang akan aku berbicara dengan ?	india adalah sebuah lubang hitam .
india adalah sebuah lubang hitam .	lupakan pasien nol .
lupakan pasien nol .	aku tidak bisa melakukan itu .
aku tidak bisa melakukan itu .	sudah terlambat bagi aku untuk membangun dinding .
sudah terlambat bagi aku untuk membangun dinding .	aku kehabisan waktu .
aku kehabisan waktu .	aku perlu spesifik .
aku perlu spesifik .	aku perlu jawaban ...
aku perlu jawaban ...	aku tidak punya jawaban .
aku tidak punya jawaban .	semua dapat kamu lakukan adalah menemukan cara untuk menyembunyikan .
semua dapat kamu lakukan adalah menemukan cara untuk menyembunyikan .	dapatkan pasukan di sana .
dapatkan pasukan di sana .	ini terlalu keras !
ini terlalu keras !	ini terlalu keras !
ini terlalu keras !	mereka datang di atas !
mereka datang di atas !	sial !
sial !	command , kami memiliki pelanggaran di salvation gate .
command , kami memiliki pelanggaran di salvation gate .	mereka datang atas dinding !
mereka datang atas dinding !	dapatkan dia untuk jaffa gate .
dapatkan dia untuk jaffa gate .	dia akan membuat kamu keluar dari sini , dia akan membawa kamu ke pesawat kamu
dia akan membuat kamu keluar dari sini , dia akan membawa kamu ke pesawat kamu	tetap rendah !
tetap rendah !	cara yang salah !
cara yang salah !	cara yang salah !
cara yang salah !	pergi ke arahan titik b.
pergi ke arahan titik b.	roger , kami masuk untuk mendarat titik b.
roger , kami masuk untuk mendarat titik b.	hawk , hampir sampai .
hawk , hampir sampai .	e.t.a. satu menit .
e.t.a. satu menit .	hawk bintang .
hawk bintang .	hawk bintang , kamu ditambal masuk over .
hawk bintang , kamu ditambal masuk over .	ini adalah hawk bintang .
ini adalah hawk bintang .	dengarkan baikbaik .
dengarkan baikbaik .	kota ini dilanggar , dan mereka menuju bandara .
kota ini dilanggar , dan mereka menuju bandara .	seribu satu .
seribu satu .	seribu dua .
seribu dua .	seribu tiga .
seribu tiga .	seribu empat .
seribu empat .	seribu lima .
seribu lima .	seribu enam .
seribu enam .	seribu tujuh .
seribu tujuh .	seribu delapan .
seribu delapan .	kami harus bergerak .
kami harus bergerak .	kamu akan baikbaik .
kamu akan baikbaik .	kamu tidak akan giliran .
kamu tidak akan giliran .	kamu tidak akan turn !
kamu tidak akan turn !	kami harus bergerak .
kami harus bergerak .	kami harus bergerak !
kami harus bergerak !	turun .
turun .	chopper turun .
chopper turun .	aku berkata lagi , helikopter turun .
aku berkata lagi , helikopter turun .	l.z. dibanjiri .
l.z. dibanjiri .	tower , mencapai .
tower , mencapai .	meminta keberangkatan langsung .
meminta keberangkatan langsung .	tower ke .
tower ke .	lanjutkan ke landasan pacu empat .
lanjutkan ke landasan pacu empat .	good luck di luar sana .
good luck di luar sana .	tidak !
tidak !	ada !
ada !	itu satu !
itu satu !	berhenti .
berhenti .	berhenti .
berhenti .	go !
go !	go !
go !	dapatkan mereka keluar dari sini !
dapatkan mereka keluar dari sini !	tetap tenang , silakan .
tetap tenang , silakan .	tetap tenang .
tetap tenang .	ayolah .
ayolah .	pergi , pergi , pergi .
pergi , pergi , pergi .	apa tujuan kamu ?
apa tujuan kamu ?	aku tidak tahu .
aku tidak tahu .	kami menuju di sini , tapi aku tidak tahu .
kami menuju di sini , tapi aku tidak tahu .	aku gerry , by the way .
aku gerry , by the way .	segen .
segen .	segen .
segen .	pertama atau terakhir ?
pertama atau terakhir ?	hanya segen .
hanya segen .	jadi , apa yang kami lakukan , kami harus mengganti perban ini dan kami akan
jadi , apa yang kami lakukan , kami harus mengganti perban ini dan kami akan	oke ?
oke ?	kamu baikbaik saja ?
kamu baikbaik saja ?	oke ?
oke ?	oke .
oke .	ayo , gut up .
ayo , gut up .	gut up .
gut up .	di sini kami pergi .
di sini kami pergi .	kami hampir sampai .
kami hampir sampai .	oke .
oke .	napas besar .
napas besar .	mari kami ini lebih cepat .
mari kami ini lebih cepat .	napas besar .
napas besar .	di sini kami pergi .
di sini kami pergi .	ayolah .
ayolah .	baik .
baik .	langkah terakhir .
langkah terakhir .	langkah terakhir .
langkah terakhir .	big napas .
big napas .	good job .
good job .	ada itu .
ada itu .	oke .
oke .	oke .
oke .	oke , aku pikir kamu telah menerima ini .
oke , aku pikir kamu telah menerima ini .	sangat baik .
sangat baik .	oke .
oke .	kamu dokter ?
kamu dokter ?	tidak .
tidak .	aku punya beberapa pelatihan di lapangan .
aku punya beberapa pelatihan di lapangan .	bagaimana kamu tahu ?
bagaimana kamu tahu ?	cutting off ...
cutting off ...	bagaimana kamu tahu itu akan berhasil ?
bagaimana kamu tahu itu akan berhasil ?	aku tidak .
