cha taehyun	song hyegyo
aku tidak tahu. mungkin tanpa alasan .	begini , anak ini telah disiasiakan di sepanjang hidupnya .
begini , anak ini telah disiasiakan di sepanjang hidupnya .	kamu tahu , lahir di tempat kumuh , ibunya meninggal ketika dia berumur sembilan tahun
kamu tahu , lahir di tempat kumuh , ibunya meninggal ketika dia berumur sembilan tahun	dia tinggal di rumah yatim piatu selama satu setengah tahun .
dia tinggal di rumah yatim piatu selama satu setengah tahun .	ketika ayahnya dipenjara karena kasus pemalsuan .
ketika ayahnya dipenjara karena kasus pemalsuan .	itu bukanlah permulaan yang membahagiakan .
itu bukanlah permulaan yang membahagiakan .	dia anak nakal yang pemarah .
dia anak nakal yang pemarah .	hanya itu yang dia bisa .
hanya itu yang dia bisa .	dan kamu tahu kenapa ?
dan kamu tahu kenapa ?	karena dia dipukuli seseorang sekali setiap hari .
karena dia dipukuli seseorang sekali setiap hari .	dia mengalami tahun yang menyedihkan .
dia mengalami tahun yang menyedihkan .	kurasa kami berhutang padanya beberapa patah kata , hanya itu .
kurasa kami berhutang padanya beberapa patah kata , hanya itu .	aku tidak keberatan memberitahumu ini tuan.kita tidak berhutang apa padanya .
aku tidak keberatan memberitahumu ini tuan.kita tidak berhutang apa padanya .	dia mendapatkan persidangan yang adil .
dia mendapatkan persidangan yang adil .	berapa menurutmu biaya diadakannya persidangan ini ?
berapa menurutmu biaya diadakannya persidangan ini ?	dia beruntung mendapatkannya .
dia beruntung mendapatkannya .	tahu apa maksudku ?
tahu apa maksudku ?	begini saja , kami semua orang dewasa , kami dengar faktanya , bukan ?
begini saja , kami semua orang dewasa , kami dengar faktanya , bukan ?	kamu tidak sedang berkata padaku kalau kami seharusnya percaya pada anak ini , mengetahui anak
kamu tidak sedang berkata padaku kalau kami seharusnya percaya pada anak ini , mengetahui anak	aku tinggal di antara mereka seumur hidupku .
aku tinggal di antara mereka seumur hidupku .	kamu tidak bisa percaya satu katapun dari mereka .
kamu tidak bisa percaya satu katapun dari mereka .	kamu tahu .
kamu tahu .	maksudku , mereka dilahirkan sebagai pembohong .
maksudku , mereka dilahirkan sebagai pembohong .	hanya orang dungu yang beranggapan seperti itu .
hanya orang dungu yang beranggapan seperti itu .	dengar ...
dengar ...	kaupikir kamu lahir dengan memonopoli kejujuran untuk dirimu sendiri ?
kaupikir kamu lahir dengan memonopoli kejujuran untuk dirimu sendiri ?	beberapa hal harus ditunjukkan kepada orang ini .
beberapa hal harus ditunjukkan kepada orang ini .	ini bukan hari minggu .
ini bukan hari minggu .	kami tidak butuh khotbah .
kami tidak butuh khotbah .	kami punya tugas .
kami punya tugas .	ayo kami lakukan tugas kami .
ayo kami lakukan tugas kami .	rice pops .
rice pops .	ini produk yang sedang kukerjakan di agensi periklanan tempatku bekerja .
ini produk yang sedang kukerjakan di agensi periklanan tempatku bekerja .	the breakfast with the builtin bounce .
the breakfast with the builtin bounce .	aku yang menulis baris itu .
aku yang menulis baris itu .	sangat catchy . mudah diingat
sangat catchy . mudah diingat	kalau tidak keberatan ?
kalau tidak keberatan ?	maafkan aku .
maafkan aku .	aku punya kebiasaan doodling menggambar sambil melamun
aku punya kebiasaan doodling menggambar sambil melamun	membuatku mudah berpikir .
membuatku mudah berpikir .	kami punya tugas yang harus dilakukan .
kami punya tugas yang harus dilakukan .	tidak ada gunanya berlamalama di tempat ini .
tidak ada gunanya berlamalama di tempat ini .	oke .
oke .	barangkali saudara yang tidak sependapat dengan kami bisa mengutarakan pendapatnya .
barangkali saudara yang tidak sependapat dengan kami bisa mengutarakan pendapatnya .	beritahu kami apa yang kamu pikirkan .
beritahu kami apa yang kamu pikirkan .	mungkin kami dapat menunjukkan kesalahan yang kaubuat .
mungkin kami dapat menunjukkan kesalahan yang kaubuat .	mungkin ini hanyalah sebuah gagasan .
mungkin ini hanyalah sebuah gagasan .	yang terlihat olehku adalah terserah pada kami untuk meyakinkan orang ini ..
yang terlihat olehku adalah terserah pada kami untuk meyakinkan orang ini ..	bahwa dia salah dan kami benar .
bahwa dia salah dan kami benar .	mungkin jika masing dari kami mengambil beberapa menit hanya untuk ...
mungkin jika masing dari kami mengambil beberapa menit hanya untuk ...	well , itu hanya gagasan yang muncul tiba .
well , itu hanya gagasan yang muncul tiba .	tidak , tidak .
tidak , tidak .	itu gagasan bagus .
itu gagasan bagus .	anggap saja kami bicara tergantung dari posisi kursi .
anggap saja kami bicara tergantung dari posisi kursi .	kurasa kamu yang pertama .
kurasa kamu yang pertama .	sulit menuangkannya dalam kata .
sulit menuangkannya dalam kata .	aku hanya berpikir dia bersalah .
aku hanya berpikir dia bersalah .	kupikir memang sudah jelas dari awalnya .
kupikir memang sudah jelas dari awalnya .	tidak ada yang membuktikan sebaliknya .
tidak ada yang membuktikan sebaliknya .	tidak ada yang harus membuktikan sebaliknya .
tidak ada yang harus membuktikan sebaliknya .	beban itu ada di pundak penuntut .
beban itu ada di pundak penuntut .	pembela bahkan tidak harus membuka mulutnya .
pembela bahkan tidak harus membuka mulutnya .	begitulah yang terdapat dalam konstitusi .
begitulah yang terdapat dalam konstitusi .	tentu , aku tahu itu .
tentu , aku tahu itu .	yang kumaksudkan adalah ...
yang kumaksudkan adalah ...	well ...
well ...	aku hanya berpikir dia bersalah .
aku hanya berpikir dia bersalah .	maksudku , ada orang yang lihat dia melakukan pembunuhan itu .
maksudku , ada orang yang lihat dia melakukan pembunuhan itu .	inilah pendapatku .
inilah pendapatku .	tidak ada perasaan pribadi tentang ini .
tidak ada perasaan pribadi tentang ini .	aku hanya ingin membicarakan faktanya .
aku hanya ingin membicarakan faktanya .	nomor satu .
nomor satu .	orang tua yang tinggal di bawah kamar tempat pembunuhan dilakukan .
orang tua yang tinggal di bawah kamar tempat pembunuhan dilakukan .	pukul lewat di malam pembunuhan itu , orang tua itu mendengar suara gaduh .
pukul lewat di malam pembunuhan itu , orang tua itu mendengar suara gaduh .	katanya seperti suara dua orang yang sedang berkelahi .
katanya seperti suara dua orang yang sedang berkelahi .	dan dia mendengar anak itu teriak akan kubunuh kamu ! .
dan dia mendengar anak itu teriak akan kubunuh kamu ! .	beberapa detik kemudian , dia mendengar suara tubuh terjatuh .
beberapa detik kemudian , dia mendengar suara tubuh terjatuh .	lari menuju pintu , membukanya , melihat si anak lari menuruni tangga dan keluar dari
lari menuju pintu , membukanya , melihat si anak lari menuruni tangga dan keluar dari	menghubungi polisi .
menghubungi polisi .	mereka menemukan si bapak dengan sebilah pisau di dadanya .
mereka menemukan si bapak dengan sebilah pisau di dadanya .	petugas koroner memastikan waktu kematiannya adalah sekitar tengah malam .
petugas koroner memastikan waktu kematiannya adalah sekitar tengah malam .	sekarang , itulah faktanya .
sekarang , itulah faktanya .	kamu tidak dapat menyangkal fakta itu .
kamu tidak dapat menyangkal fakta itu .	anak itu bersalah .
anak itu bersalah .	aku hanya merasa sentimental seperti orang di sebelahku .
aku hanya merasa sentimental seperti orang di sebelahku .	aku tahu dia baru tahun .
aku tahu dia baru tahun .	tapi dia harus membayar apa yang telah dia lakukan .
tapi dia harus membayar apa yang telah dia lakukan .	aku bersamamu
aku bersamamu	oke .
oke .	sudah selesai ?
sudah selesai ?	yeah .
yeah .	jelas bagiku kalau seluruh cerita anak itu hanya omong kosong belaka .
jelas bagiku kalau seluruh cerita anak itu hanya omong kosong belaka .	dia menyatakan kalau dia sedang berada di bioskop , tapi dia tidak dapat mengingat judul
dia menyatakan kalau dia sedang berada di bioskop , tapi dia tidak dapat mengingat judul	betul .
betul .	dan tidak ada yang melihatnya di bioskop itu .
dan tidak ada yang melihatnya di bioskop itu .	dan wanita yang tinggal di seberang jalan , jika kesaksiannya tidak dapat membuktikan anak itu
dan wanita yang tinggal di seberang jalan , jika kesaksiannya tidak dapat membuktikan anak itu	itu benar .
itu benar .	dia melihat ketika pembunuhan itu terjadi .
dia melihat ketika pembunuhan itu terjadi .	saudara , tolong .
saudara , tolong .	mari bicara sesuai urutan .
mari bicara sesuai urutan .	tunggu sebentar .
tunggu sebentar .	ada wanita ...
ada wanita ...	wanita itu berbaring di tempat tidur .
wanita itu berbaring di tempat tidur .	tidak bisa tidur .
tidak bisa tidur .	merasa kepanasan .
merasa kepanasan .	dia melihat ke arah jendela dan tepat ke seberang jalan .
dia melihat ke arah jendela dan tepat ke seberang jalan .	dia melihat anak itu menancapkan pisau kepada ayahnya .
dia melihat anak itu menancapkan pisau kepada ayahnya .	waktunya adalah pukul . .
waktunya adalah pukul . .	segalanya cocok .
segalanya cocok .	dia mengenal anak itu sepanjang hidupnya .
dia mengenal anak itu sepanjang hidupnya .	jendelanya tepat di seberang jendela wanita itu dan el tracks rel kereta .
jendelanya tepat di seberang jendela wanita itu dan el tracks rel kereta .	wanita itu bersumpah anak itu melakukannya .
wanita itu bersumpah anak itu melakukannya .	melewati jendela dan el train yang lewat .
melewati jendela dan el train yang lewat .	tidak ada penumpang di dalam el train ini .
tidak ada penumpang di dalam el train ini .	el train itu baru dari pusat kota .
el train itu baru dari pusat kota .	saat itu lampunya mati dan mereka membuktikan di pengadilan bahwa kamu dapat memandang melalui jendela
saat itu lampunya mati dan mereka membuktikan di pengadilan bahwa kamu dapat memandang melalui jendela	mereka mebuktikannya .
mereka mebuktikannya .	aku ingin bertanya sesuatu padamu .
aku ingin bertanya sesuatu padamu .	kamu tidak percaya pada anak itu .
kamu tidak percaya pada anak itu .	bagaimana bisa kamu percaya pada wanita itu ?
bagaimana bisa kamu percaya pada wanita itu ?	dia salah satu dari mereka juga kan ?
dia salah satu dari mereka juga kan ?	kamu sok tahu juga iya ?
kamu sok tahu juga iya ?	ok , saudara .
ok , saudara .	tenang saudara .
tenang saudara .	ayolah , duduk , duduk .
ayolah , duduk , duduk .	kenapa dia begitu sok tahu ?
kenapa dia begitu sok tahu ?	kuberitahu kamu ...
kuberitahu kamu ...	ayolah .
ayolah .	kami tidak akan maju jika bertengkar .
kami tidak akan maju jika bertengkar .	giliran siapa berikutnya ?
giliran siapa berikutnya ?	oh , dia .
oh , dia .	juri nomor lima .
juri nomor lima .	bolehkah aku ... bisakah aku lewat ?
bolehkah aku ... bisakah aku lewat ?	well ... itu hakmu .
well ... itu hakmu .	bagaimana dengan saudara di sebelahnya ?
bagaimana dengan saudara di sebelahnya ?	oh .
oh .	well ...
well ...	aku tidak tahu .
aku tidak tahu .	aku memulai ini dengan terlebih dahulu diyakinkan , kamu tahu , di awal kasus ini
aku memulai ini dengan terlebih dahulu diyakinkan , kamu tahu , di awal kasus ini	kalian lihat , aku mencari motif pembunuhan tsb .
kalian lihat , aku mencari motif pembunuhan tsb .	itu sangat penting karena jika kamu tidak punya motif , kamu tidak punya kasus ,
itu sangat penting karena jika kamu tidak punya motif , kamu tidak punya kasus ,	bagaimanapun , kesaksian dari orang yang tinggal di sepanjang lorong apartemen yang ditinggali anak itu
bagaimanapun , kesaksian dari orang yang tinggal di sepanjang lorong apartemen yang ditinggali anak itu	bukankah mereka mengatakan sesuatu tentang pertengkaran , adu mulut , antara ayah dan anak sekitar
bukankah mereka mengatakan sesuatu tentang pertengkaran , adu mulut , antara ayah dan anak sekitar	aku bisa saja salah , tapi ...
aku bisa saja salah , tapi ...	pukul delapan , bukan pukul tujuh .
pukul delapan , bukan pukul tujuh .	mereka mendengar pertengkaran .
mereka mendengar pertengkaran .	kemudian mereka mendengar si ayah menampar anaknya dua kali .
kemudian mereka mendengar si ayah menampar anaknya dua kali .	akhirnya , mereka melihat si anak lari keluar rumah dengan penuh amarah .
akhirnya , mereka melihat si anak lari keluar rumah dengan penuh amarah .	apa yang hal itu buktikan ?
apa yang hal itu buktikan ?	itu tidak membuktikan apapun .
itu tidak membuktikan apapun .	hanya bagian dari gambar saja .
hanya bagian dari gambar saja .	katamu ada motif termasuk di dalamnya .
katamu ada motif termasuk di dalamnya .	begitu pula yang dikatakan penuntut .
begitu pula yang dikatakan penuntut .	itu bukan motif yang kuat .
itu bukan motif yang kuat .	anak ini telah seringkali dipukul sehingga kekerasan pada kenyataannya ...
anak ini telah seringkali dipukul sehingga kekerasan pada kenyataannya ...	kekerasan sudah merupakan hal yang normal baginya .
kekerasan sudah merupakan hal yang normal baginya .	aku hanya tidak dapat melihat jika dua tamparan di wajah bisa mendorongnya melakukan pembunuhan .
aku hanya tidak dapat melihat jika dua tamparan di wajah bisa mendorongnya melakukan pembunuhan .	mungkin saja ada banyak dua tamparan setiap orang punya batas kesabaran .
mungkin saja ada banyak dua tamparan setiap orang punya batas kesabaran .	ada lagi yang lain ?
ada lagi yang lain ?	tidak .
tidak .	bagaimana denganmu ?
bagaimana denganmu ?	aku tidak tahu .
aku tidak tahu .	semua sudah dikatakan .
semua sudah dikatakan .	kamu bisa bicara selamanya di sini .
kamu bisa bicara selamanya di sini .	tidak akan ada yang berubah .
tidak akan ada yang berubah .	peluang anak ini lima banding nol .
peluang anak ini lima banding nol .	lihat catatan kejahatannya .
lihat catatan kejahatannya .	umur tahun , menjalani pengadilan anak , karena melempar batu ke gurunya .
umur tahun , menjalani pengadilan anak , karena melempar batu ke gurunya .	tahun masuk sekolah anak nakal karena mencuri mobil .
tahun masuk sekolah anak nakal karena mencuri mobil .	pernah ditahan karena merampok .
pernah ditahan karena merampok .	ditangkap karena perkelahian dengan pisau .
ditangkap karena perkelahian dengan pisau .	mereka bilang anak ini cukup lihai menggunakan pisau .
mereka bilang anak ini cukup lihai menggunakan pisau .	oh , benar anak baik ini .
oh , benar anak baik ini .	sejak dia berumur lima tahun , ayahnya secara rutin memukulinya .
sejak dia berumur lima tahun , ayahnya secara rutin memukulinya .	dia gunakan tinjunya .
dia gunakan tinjunya .	begitu jugalah yang akan kulakukan .
begitu jugalah yang akan kulakukan .	untuk anak seperti itu .
untuk anak seperti itu .	hanya anak ini sikap yang mereka miliki jaman sekarang .
hanya anak ini sikap yang mereka miliki jaman sekarang .	ketika dulu aku kecil , aku biasa memanggil ayahku dengan sebutan sir .
ketika dulu aku kecil , aku biasa memanggil ayahku dengan sebutan sir .	itu benar .
itu benar .	pernah dengar ada anak yang memanggil ayahnya begitu sekarang ?
pernah dengar ada anak yang memanggil ayahnya begitu sekarang ?	banyak ayah yang tidak menanggap itu penting sekarang .
banyak ayah yang tidak menanggap itu penting sekarang .	kamu punya anak ?
kamu punya anak ?	tiga .
tiga .	aku punya satu .
aku punya satu .	umurnya tahun .
umurnya tahun .	ketika dia berumur tahun , dia kabur dari perkelahian .
ketika dia berumur tahun , dia kabur dari perkelahian .	aku melihat kejadian tsb .
aku melihat kejadian tsb .	aku sangat malu sampai ingin muntah dibuatnya .
aku sangat malu sampai ingin muntah dibuatnya .	kubilang , akan kujadikan kamu seorang pria walau aku harus mematahkan punggungmu
kubilang , akan kujadikan kamu seorang pria walau aku harus mematahkan punggungmu	well , aku berhasil menjadikannya seorang pria .
well , aku berhasil menjadikannya seorang pria .	ketika dia berumur , kami bertengkar .
ketika dia berumur , kami bertengkar .	dia pukul rahangku .
dia pukul rahangku .	dia anak yang besar .
dia anak yang besar .	aku sudah tidak bertemu dengannya dua tahun terakhir .
aku sudah tidak bertemu dengannya dua tahun terakhir .	dasar anak .
dasar anak .	kami sangat menyayangi mereka ..
kami sangat menyayangi mereka ..	well , ayo kami lanjutkan .
well , ayo kami lanjutkan .	kurasa kami melenceng inti permasalahannya .
kurasa kami melenceng inti permasalahannya .	anak ini produk broken home dan lingkungan yang kotor .
anak ini produk broken home dan lingkungan yang kotor .	kami tidak dapat merubah fakta itu .
kami tidak dapat merubah fakta itu .	kami di sini untuk memutuskan dia bersalah atau tidak , bukan meributkan alasan kenapa dia
kami di sini untuk memutuskan dia bersalah atau tidak , bukan meributkan alasan kenapa dia	dia lahir di kawasan kumuh .
